InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
58564,42323.64611,United States,2208,US13,Female,9,39-40,7,199,0,2015,11,199
58565,42323.69611,Canada,2206,CAN6,Male,9.5,42-43,9,139,0.1,2015,11,125.1
58566,42323.74611,Canada,2211,CAN7,Male,10,43,9.5,189,0.2,2015,11,151.2
58566,42323.74611,Canada,2173,CAN2,Male,13,46,12.5,199,0,2015,11,199
58567,42323.85611,Germany,2223,GER1,Male,9.5,42-43,9,199,0,2015,11,199
58568,42324.02611,Germany,2221,GER2,Female,8,38-39,6,189,0,2015,11,189
58569,42324.04611,United Kingdom,2171,UK1,Female,8.5,39,6.5,199,0,2015,11,199
58570,42324.11611,Germany,2222,GER1,Male,10,43,9.5,159,0,2015,11,159
58571,42324.24611,Canada,2237,CAN1,Male,10,43,9.5,159,0,2015,11,159
58572,42324.32611,United States,2241,US12,Male,10,43,9.5,189,0.5,2015,11,94.5
58573,42324.46611,Germany,2211,GER1,Female,7.5,38,5.5,169,0,2015,11,169
58574,42324.50611,United States,2179,US3,Male,10.5,43-44,10,139,0.5,2015,11,69.5
58575,42324.50611,United States,2210,US12,Male,9.5,42-43,9,179,0.2,2015,11,143.2
58576,42324.50611,Germany,2162,GER3,Male,10.5,43-44,10,199,0,2015,11,199
58577,42324.69611,United States,2206,US14,Female,7,37-38,5,199,0,2015,11,199
58578,42324.71611,United Kingdom,2159,UK4,Male,9,42,8.5,189,0.5,2015,11,94.5
58579,42324.85611,Germany,2199,GER2,Male,13,46,12.5,159,0,2015,11,159
58579,42324.85611,Germany,2223,GER1,Male,9.5,42-43,9,199,0,2015,11,199
58580,42324.96611,United States,2230,US13,Male,11,44,10.5,179,0,2015,11,179
58581,42325.00611,United States,2202,US13,Male,9.5,42-43,9,199,0,2015,11,199
58582,42325.00611,Germany,2148,GER1,Female,8.5,39,6.5,169,0,2015,11,169
58583,42325.02611,Germany,2167,GER1,Male,10.5,43-44,10,139,0,2015,11,139
58584,42325.02611,United States,2241,US15,Female,8,38-39,6,179,0.1,2015,11,161.1
58585,42325.04611,United Kingdom,2215,UK4,Female,8.5,39,6.5,139,0.3,2015,11,97.3
58586,42325.11611,Germany,2158,GER1,Female,8,38-39,6,179,0.3,2015,11,125.3
58587,42325.28611,Germany,2169,GER1,Female,9,39-40,7,129,0,2015,11,129
58588,42325.46611,Germany,2217,GER2,Female,7.5,38,5.5,189,0,2015,11,189
58589,42325.50611,United States,2223,US15,Female,10.5,41,8.5,199,0,2015,11,199
58590,42325.50611,United States,2207,US12,Male,9.5,42-43,9,189,0.5,2015,11,94.5
58591,42325.84611,United States,2229,US6,Female,8,38-39,6,159,0,2015,11,159
58592,42325.96611,United States,2217,US12,Female,8.5,39,6.5,159,0.5,2015,11,79.5
58593,42325.97611,Canada,2202,CAN7,Male,9.5,42-43,9,129,0.2,2015,11,103.2
58594,42326.00611,United States,2220,US13,Male,7,40,6.5,189,0.2,2015,11,151.2
58594,42326.00611,United States,2168,US13,Female,5.5,36,3.5,159,0,2015,11,159
58595,42326.00611,Canada,2199,CAN1,Male,9,42,8.5,199,0,2015,11,199
58596,42326.02611,Germany,2240,GER2,Male,10,43,9.5,179,0.1,2015,11,161.1
58597,42326.04611,United States,2210,US12,Male,9.5,42-43,9,179,0.2,2015,11,143.2
58598,42326.26611,Canada,2229,CAN1,Male,10,43,9.5,179,0.3,2015,11,125.3
58599,42326.26611,United Kingdom,2147,UK4,Male,8.5,41-42,8,169,0.1,2015,11,152.1
58600,42326.28611,Germany,2185,GER2,Female,9,39-40,7,159,0,2015,11,159
58601,42326.46611,Germany,2223,GER1,Male,10,43,9.5,169,0,2015,11,169
58602,42326.50611,Germany,2191,GER3,Male,10,43,9.5,199,0.3,2015,11,139.3
58603,42326.71611,Canada,2195,CAN2,Female,9.5,40,7.5,129,0.1,2015,11,116.1
58604,42326.80611,Germany,2221,GER2,Female,8,38-39,6,189,0,2015,11,189
58605,42326.90611,Germany,2241,GER2,Male,8.5,41-42,8,159,0.5,2015,11,79.5
58606,42326.90611,United States,2149,US13,Male,10.5,43-44,10,139,0.3,2015,11,97.3
58607,42326.90611,Canada,2191,CAN6,Female,8.5,39,6.5,139,0,2015,11,139
58608,42326.96611,United States,2148,US12,Female,8.5,39,6.5,169,0,2015,11,169
58609,42327.00611,United States,2208,US13,Female,5.5,36,3.5,149,0,2015,11,149
58609,42327.00611,United States,2231,US13,Female,7.5,38,5.5,179,0,2015,11,179
58610,42327.23611,Canada,2177,CAN2,Female,8,38-39,6,149,0.2,2015,11,119.2
58611,42327.25611,Canada,2178,CAN1,Female,7.5,38,5.5,139,0,2015,11,139
58612,42327.26611,United States,2239,US14,Female,9,39-40,7,129,0,2015,11,129
58613,42327.27611,United States,2185,US13,Female,12,42-43,10,199,0.1,2015,11,179.1
58614,42327.42611,United States,2188,US2,Female,7,37-38,5,139,0.3,2015,11,97.3
58615,42327.51611,United States,2148,US14,Male,9,42,8.5,139,0.1,2015,11,125.1
58616,42327.58611,United States,2169,US12,Male,10.5,43-44,10,169,0.3,2015,11,118.3
58617,42327.61611,Germany,2193,GER2,Female,9.5,40,7.5,129,0,2015,11,129
58618,42327.65611,Canada,2158,CAN6,Male,15,48,14.5,139,0,2015,11,139
58619,42327.80611,Germany,2167,GER1,Male,10.5,43-44,10,139,0,2015,11,139
58620,42327.90611,United States,2160,US15,Female,9.5,40,7.5,149,0,2015,11,149
58621,42328.02611,United Kingdom,2214,UK1,Female,8,38-39,6,139,0,2015,11,139
58622,42328.14611,Germany,2151,GER1,Male,10.5,43-44,10,129,0.3,2015,11,90.3
58623,42328.25611,Canada,2195,CAN6,Male,8.5,41-42,8,139,0,2015,11,139
58624,42328.26611,Canada,2223,CAN3,Male,11,44,10.5,129,0.2,2015,11,103.2
58625,42328.27611,United States,2203,US6,Male,6.5,39,6,149,0.3,2015,11,104.3
58626,42328.42611,United Kingdom,2153,UK5,Male,9.5,42-43,9,189,0,2015,11,189
58627,42328.45611,United States,2177,US13,Male,9.5,42-43,9,199,0,2015,11,199
58628,42328.51611,United States,2201,US14,Male,9.5,42-43,9,199,0.1,2015,11,179.1
58629,42328.53611,United States,2189,US11,Female,9,39-40,7,199,0,2015,11,199
58630,42328.54611,Germany,2197,GER1,Male,8,41,7.5,169,0,2015,11,169
58631,42328.58611,United States,2215,US12,Male,10,43,9.5,129,0,2015,11,129
58632,42328.83611,United States,2233,US5,Female,8,38-39,6,179,0,2015,11,179
58633,42329.12611,Germany,2153,GER2,Male,11.5,44-45,11,169,0,2015,11,169
58634,42329.19611,United States,2221,US13,Male,10,43,9.5,199,0.3,2015,11,139.3
58635,42329.41611,Germany,2237,GER2,Male,9.5,42-43,9,189,0,2015,11,189
58635,42329.41611,Germany,2149,GER2,Female,8.5,39,6.5,159,0.5,2015,11,79.5
58636,42329.42611,United States,2200,US8,Female,7.5,38,5.5,149,0,2015,11,149
58636,42329.42611,United States,2207,US14,Male,10.5,43-44,10,179,0.5,2015,11,89.5
58637,42329.53611,United States,2158,US6,Male,10.5,43-44,10,129,0,2015,11,129
58638,42329.54611,Germany,2181,GER3,Male,15,48,14.5,199,0,2015,11,199
58639,42329.57611,Germany,2197,GER2,Male,8,41,7.5,159,0.1,2015,11,143.1
58640,42329.58611,United States,2242,US7,Female,8.5,39,6.5,159,0,2015,11,159
58641,42329.71611,United Kingdom,2242,UK3,Female,8.5,39,6.5,139,0,2015,11,139
58642,42329.83611,Germany,2204,GER1,Male,14,47,13.5,139,0.5,2015,11,69.5
58643,42330.01611,United States,2150,US12,Female,8,38-39,6,149,0.3,2015,11,104.3
58644,42330.05611,United States,2213,US3,Male,11.5,44-45,11,139,0.5,2015,11,69.5
58645,42330.19611,Canada,2231,CAN7,Female,10,40-41,8,189,0,2015,11,189
58646,42330.19611,United States,2241,US13,Male,10.5,43-44,10,149,0,2015,11,149
58647,42330.27611,Germany,2175,GER1,Male,9.5,42-43,9,199,0.5,2015,11,99.5
58648,42330.35611,United States,2203,US12,Female,6.5,37,4.5,179,0,2015,11,179
58649,42330.41611,United Kingdom,2165,UK1,Female,7.5,38,5.5,149,0,2015,11,149
58650,42330.42611,Germany,2172,GER1,Female,10,40-41,8,199,0,2015,11,199
58651,42330.45611,United Kingdom,2237,UK2,Female,12,42-43,10,179,0.2,2015,11,143.2
58652,42330.45611,Germany,2239,GER1,Female,8.5,39,6.5,179,0.2,2015,11,143.2
58653,42330.53611,United States,2201,US12,Male,10.5,43-44,10,199,0,2015,11,199
58654,42330.57611,Germany,2239,GER2,Female,7.5,38,5.5,129,0.5,2015,11,64.5
58655,42330.62611,United States,2237,US15,Female,9,39-40,7,139,0.3,2015,11,97.3
58656,42330.71611,United States,2207,US12,Male,9.5,42-43,9,129,0.1,2015,11,116.1
58657,42330.78611,United States,2241,US13,Male,7.5,40-41,7,169,0,2015,11,169
58658,42330.83611,United States,2232,US2,Female,8,38-39,6,129,0.1,2015,11,116.1
58658,42330.83611,United States,2186,US1,Male,8,41,7.5,189,0.1,2015,11,170.1
58658,42330.83611,United States,2174,US12,Female,12,42-43,10,159,0,2015,11,159
58659,42330.86611,Canada,2230,CAN6,Male,9,42,8.5,199,0.2,2015,11,159.2
58660,42330.99611,United States,2189,US11,Female,9,39-40,7,199,0,2015,11,199
58661,42331.10611,Germany,2163,GER2,Female,8.5,39,6.5,139,0.3,2015,11,97.3
58662,42331.19611,United States,2232,US6,Male,9,42,8.5,199,0.5,2015,11,99.5
58663,42331.29611,United States,2234,US12,Male,9.5,42-43,9,179,0,2015,11,179
58664,42331.41611,Germany,2193,GER2,Female,9.5,40,7.5,129,0,2015,11,129
58665,42331.41611,Germany,2162,GER3,Male,10.5,43-44,10,199,0,2015,11,199
58665,42331.41611,Germany,2237,GER2,Male,9.5,42-43,9,189,0,2015,11,189
58666,42331.46611,Germany,2166,GER2,Male,9.5,42-43,9,159,0,2015,11,159
58667,42331.57611,Germany,2152,GER2,Male,9.5,42-43,9,179,0.5,2015,11,89.5
58668,42331.61611,United States,2151,US9,Male,10.5,43-44,10,199,0.1,2015,11,179.1
58668,42331.61611,United States,2224,US3,Female,9,39-40,7,179,0,2015,11,179
58669,42331.62611,United States,2191,US10,Male,9.5,42-43,9,139,0.1,2015,11,125.1
58670,42331.62611,United States,2194,US4,Female,8,38-39,6,179,0.1,2015,11,161.1
58671,42331.77611,United States,2175,US12,Male,9,42,8.5,139,0.3,2015,11,97.3
58672,42331.77611,United Kingdom,2237,UK2,Female,8.5,39,6.5,189,0.2,2015,11,151.2
58673,42331.96611,Canada,2185,CAN3,Male,11,44,10.5,199,0.3,2015,11,139.3
58674,42332.06611,United States,2180,US13,Male,9.5,42-43,9,139,0,2015,11,139
58675,42332.10611,Germany,2178,GER1,Female,8.5,39,6.5,179,0,2015,11,179
58676,42332.19611,Canada,2178,CAN2,Female,10,40-41,8,179,0,2015,11,179
58677,42332.22611,United States,2216,US10,Female,8,38-39,6,179,0,2015,11,179
58678,42332.27611,United Kingdom,2159,UK4,Male,9,42,8.5,189,0.5,2015,11,94.5
58679,42332.32611,United Kingdom,2206,UK4,Female,7.5,38,5.5,149,0,2015,11,149
58680,42332.35611,United States,2155,US12,Female,6.5,37,4.5,199,0,2015,11,199
58681,42332.35611,United States,2177,US12,Female,8,38-39,6,139,0,2015,11,139
58682,42332.41611,United States,2161,US3,Male,9.5,42-43,9,189,0.3,2015,11,132.3
58683,42332.50611,Canada,2149,CAN5,Female,7,37-38,5,199,0.1,2015,11,179.1
58684,42332.50611,Germany,2153,GER2,Male,11.5,44-45,11,169,0,2015,11,169
58685,42332.61611,United States,2177,US11,Male,8.5,41-42,8,149,0.2,2015,11,119.2
58685,42332.61611,United States,2151,US9,Male,10.5,43-44,10,199,0.1,2015,11,179.1
58686,42332.62611,Germany,2166,GER1,Male,10,43,9.5,129,0.5,2015,11,64.5
58687,42332.66611,Germany,2149,GER2,Female,8.5,39,6.5,159,0.5,2015,11,79.5
58688,42332.77611,United Kingdom,2237,UK2,Female,8.5,39,6.5,189,0.2,2015,11,151.2
58689,42332.77611,United States,2234,US12,Male,9.5,42-43,9,179,0,2015,11,179
58690,42332.78611,United States,2211,US5,Male,9.5,42-43,9,139,0,2015,11,139
58691,42332.81611,United States,2184,US15,Male,11,44,10.5,139,0,2015,11,139
58692,42332.81611,Germany,2226,GER2,Male,8.5,41-42,8,149,0,2015,11,149
58693,42332.86611,Canada,2152,CAN5,Male,11,44,10.5,139,0.5,2015,11,69.5
58694,42332.90611,United States,2176,US12,Male,9,42,8.5,169,0,2015,11,169
58695,42332.96611,Canada,2214,CAN5,Male,7.5,40-41,7,199,0.2,2015,11,159.2
58696,42333.06611,United States,2221,US13,Male,10,43,9.5,199,0.3,2015,11,139.3
58697,42333.09611,Germany,2209,GER1,Male,9,42,8.5,149,0,2015,11,149
58698,42333.35611,United States,2178,US12,Female,8,38-39,6,179,0.3,2015,11,125.3
58699,42333.44611,United States,2181,US12,Female,12,42-43,10,149,0,2015,11,149
58700,42333.50611,Germany,2215,GER2,Male,10.5,43-44,10,139,0,2015,11,139
58700,42333.50611,Germany,2197,GER1,Male,9.5,42-43,9,189,0,2015,11,189
58701,42333.54611,Germany,2176,GER2,Male,8.5,41-42,8,179,0,2015,11,179
58702,42333.61611,United States,2227,US2,Male,9.5,42-43,9,189,0,2015,11,189
58702,42333.61611,United States,2177,US11,Male,8.5,41-42,8,149,0.2,2015,11,119.2
58703,42333.62611,United States,2226,US7,Male,11.5,44-45,11,169,0,2015,11,169
58704,42333.62611,United States,2213,US3,Male,11.5,44-45,11,139,0.5,2015,11,69.5
58705,42333.71611,Germany,2158,GER2,Male,9.5,42-43,9,179,0.5,2015,11,89.5
58706,42333.74611,United States,2208,US13,Male,8,41,7.5,179,0,2015,11,179
58707,42333.77611,United States,2229,US12,Male,9.5,42-43,9,199,0.3,2015,11,139.3
58708,42333.81611,Germany,2179,GER1,Male,10.5,43-44,10,159,0,2015,11,159
58709,42333.87611,United States,2149,US14,Male,12,45,11.5,129,0.5,2015,11,64.5
58710,42333.90611,United States,2194,US12,Male,9,42,8.5,169,0,2015,11,169
58711,42334.07611,Canada,2156,CAN5,Female,7,37-38,5,149,0.2,2015,11,119.2
58712,42334.30611,United States,2233,US4,Female,9,39-40,7,199,0,2015,11,199
58713,42334.35611,Germany,2151,GER1,Male,10.5,43-44,10,129,0.3,2015,11,90.3
58714,42334.44611,United States,2170,US12,Female,12,42-43,10,169,0,2015,11,169
58715,42334.50611,Canada,2229,CAN1,Male,10,43,9.5,179,0.3,2015,11,125.3
58716,42334.62611,United States,2156,US8,Male,10.5,43-44,10,159,0,2015,11,159
58717,42334.67611,United Kingdom,2232,UK2,Female,8,38-39,6,179,0.2,2015,11,143.2
58718,42334.71611,Germany,2234,GER1,Male,10.5,43-44,10,189,0.5,2015,11,94.5
58719,42334.74611,United States,2180,US13,Male,9.5,42-43,9,139,0,2015,11,139
58720,42334.81611,Germany,2197,GER2,Male,8,41,7.5,159,0.1,2015,11,143.1
58720,42334.81611,Germany,2188,GER2,Female,8.5,39,6.5,159,0,2015,11,159
58721,42334.94611,United Kingdom,2182,UK2,Male,10,43,9.5,139,0,2015,11,139
58722,42334.95611,Canada,2214,CAN1,Male,8.5,41-42,8,159,0,2015,11,159
58722,42334.95611,Canada,2195,CAN2,Male,10,43,9.5,159,0.3,2015,11,111.3
58723,42335.03611,United States,2152,US13,Male,12,45,11.5,199,0.3,2015,11,139.3
58724,42335.03611,Germany,2157,GER1,Female,7.5,38,5.5,199,0.3,2015,11,139.3
58725,42335.03611,Canada,2239,CAN5,Male,15,48,14.5,159,0.3,2015,11,111.3
58726,42335.30611,United States,2189,US12,Male,11,44,10.5,169,0,2015,11,169
58727,42335.50611,Germany,2153,GER2,Male,11.5,44-45,11,169,0,2015,11,169
58728,42335.51611,United States,2191,US10,Male,9.5,42-43,9,139,0.1,2015,11,125.1
58729,42335.54611,Germany,2168,GER1,Male,9,42,8.5,159,0,2015,11,159
58730,42335.74611,United States,2221,US13,Male,10,43,9.5,199,0.3,2015,11,139.3
58731,42335.75611,United States,2153,US13,Male,10.5,43-44,10,179,0.1,2015,11,161.1
58732,42335.81611,United States,2242,US8,Male,10,43,9.5,129,0.3,2015,11,90.3
58733,42335.88611,United States,2221,US12,Female,9,39-40,7,159,0.2,2015,11,127.2
58734,42335.94611,United Kingdom,2220,UK5,Male,6.5,39,6,199,0,2015,11,199
58735,42335.95611,Canada,2161,CAN7,Male,9.5,42-43,9,189,0.1,2015,11,170.1
58736,42336.00611,United States,2175,US12,Male,9,42,8.5,139,0.3,2015,11,97.3
58737,42336.03611,United States,2181,US13,Male,10,43,9.5,169,0.5,2015,11,84.5
58738,42336.03611,Germany,2176,GER1,Male,9,42,8.5,139,0,2015,11,139
58739,42336.21611,United Kingdom,2194,UK1,Male,10.5,43-44,10,199,0.2,2015,11,159.2
58740,42336.23611,United States,2222,US2,Male,8.5,41-42,8,199,0,2015,11,199
58741,42336.42611,United States,2241,US14,Male,7,40,6.5,159,0,2015,11,159
58742,42336.51611,United States,2241,US13,Male,7.5,40-41,7,169,0,2015,11,169
58743,42336.61611,Germany,2164,GER1,Female,9.5,40,7.5,169,0,2015,11,169
58744,42336.61611,United States,2224,US15,Male,6.5,39,6,149,0.2,2015,11,119.2
58745,42336.64611,Germany,2217,GER2,Female,8.5,39,6.5,169,0,2015,11,169
58746,42336.67611,United States,2185,US8,Female,8,38-39,6,179,0.1,2015,11,161.1
58747,42336.74611,Germany,2183,GER2,Male,8.5,41-42,8,159,0.2,2015,11,127.2
58748,42336.76611,United States,2161,US14,Male,9.5,42-43,9,129,0,2015,11,129
58749,42336.95611,Canada,2214,CAN5,Female,7.5,38,5.5,199,0,2015,11,199
58750,42337.03611,Germany,2213,GER2,Female,7,37-38,5,159,0,2015,11,159
58751,42337.12611,United States,2157,US3,Male,9,42,8.5,199,0,2015,11,199
58752,42337.21611,United Kingdom,2172,UK4,Male,8,41,7.5,149,0.3,2015,11,104.3
58753,42337.23611,United States,2218,US4,Male,10.5,43-44,10,189,0,2015,11,189
58754,42337.45611,United States,2155,US4,Male,9.5,42-43,9,179,0,2015,11,179
58755,42337.48611,United Kingdom,2182,UK2,Male,10,43,9.5,139,0,2015,11,139
58756,42337.59611,Germany,2158,GER2,Male,9.5,42-43,9,179,0.5,2015,11,89.5
58757,42337.74611,United States,2233,US4,Female,9,39-40,7,199,0,2015,11,199
58758,42337.74611,Germany,2209,GER1,Male,9,42,8.5,149,0,2015,11,149
58759,42337.76611,United States,2149,US14,Male,12,45,11.5,129,0.5,2015,11,64.5
58760,42337.79611,United States,2149,US14,Male,9.5,42-43,9,159,0.2,2015,11,127.2
58761,42337.88611,United States,2239,US12,Female,9,39-40,7,169,0,2015,11,169
58762,42338.12611,United States,2176,US8,Female,9,39-40,7,159,0,2015,11,159
58763,42338.20611,United States,2207,US3,Female,8.5,39,6.5,199,0.3,2015,11,139.3
58764,42338.21611,United Kingdom,2159,UK4,Male,9,42,8.5,189,0.5,2015,11,94.5
58765,42338.23611,Canada,2225,CAN6,Female,12,42-43,10,179,0,2015,11,179
58766,42338.39611,United States,2242,US8,Male,10,43,9.5,129,0.3,2015,11,90.3
58767,42338.58611,Germany,2224,GER2,Female,9.5,40,7.5,159,0.3,2015,11,111.3
58768,42338.59611,Germany,2234,GER1,Male,10.5,43-44,10,189,0.5,2015,11,94.5
58769,42338.61611,United States,2185,US12,Female,9,39-40,7,169,0.2,2015,11,135.2
58770,42338.61611,United States,2212,US8,Male,8.5,41-42,8,179,0.5,2015,11,89.5
58770,42338.61611,United States,2224,US15,Male,6.5,39,6,149,0.2,2015,11,119.2
58771,42338.66611,Germany,2184,GER1,Female,8,38-39,6,189,0.5,2015,11,94.5
58772,42338.69611,Germany,2195,GER1,Male,9.5,42-43,9,179,0.1,2015,11,161.1
58773,42338.74611,United States,2189,US12,Male,11,44,10.5,169,0,2015,11,169
58774,42338.79611,United States,2239,US2,Female,8.5,39,6.5,159,0.3,2015,11,111.3
58775,42338.94611,United Kingdom,2232,UK2,Female,8,38-39,6,179,0.2,2015,11,143.2
58776,42339.02611,Germany,2215,GER2,Male,10.5,43-44,10,139,0,2015,12,139
58777,42339.10611,United Kingdom,2239,UK3,Female,7.5,38,5.5,199,0.1,2015,12,179.1
58778,42339.16611,Germany,2226,GER2,Male,8.5,41-42,8,149,0,2015,12,149
58779,42339.20611,United States,2150,US10,Female,9,39-40,7,189,0.5,2015,12,94.5
58780,42339.39611,United States,2233,US6,Male,10,43,9.5,169,0.1,2015,12,152.1
58781,42339.44611,Canada,2185,CAN2,Male,9.5,42-43,9,179,0,2015,12,179
58782,42339.46611,United States,2225,US12,Female,8,38-39,6,179,0,2015,12,179
58783,42339.66611,Germany,2211,GER2,Male,10.5,43-44,10,199,0,2015,12,199
58784,42339.69611,Germany,2168,GER1,Male,9.5,42-43,9,139,0.5,2015,12,69.5
58785,42339.69611,United States,2167,US5,Male,9.5,42-43,9,179,0.2,2015,12,143.2
58786,42339.75611,United States,2220,US13,Male,8,41,7.5,169,0,2015,12,169
58787,42339.92611,Canada,2167,CAN1,Male,9.5,42-43,9,179,0,2015,12,179
58787,42339.92611,Canada,2218,CAN2,Female,10,40-41,8,169,0.2,2015,12,135.2
58788,42339.94611,Germany,2176,GER2,Male,8.5,41-42,8,179,0,2015,12,179
58789,42339.97611,United States,2222,US5,Male,6.5,39,6,189,0,2015,12,189
58790,42340.01611,United States,2167,US2,Male,6.5,39,6,129,0.2,2015,12,103.2
58791,42340.09611,United States,2179,US13,Female,5.5,36,3.5,189,0,2015,12,189
58792,42340.10611,Germany,2191,GER2,Female,7,37-38,5,139,0.2,2015,12,111.2
58792,42340.10611,Germany,2158,GER2,Male,9.5,42-43,9,179,0.5,2015,12,89.5
58793,42340.16611,Germany,2179,GER1,Male,10.5,43-44,10,159,0,2015,12,159
58794,42340.44611,Canada,2175,CAN5,Male,9,42,8.5,139,0,2015,12,139
58795,42340.56611,United Kingdom,2181,UK4,Female,6.5,37,4.5,149,0.3,2015,12,104.3
58796,42340.63611,United States,2157,US1,Male,8.5,41-42,8,159,0.2,2015,12,127.2
58797,42340.66611,Germany,2211,GER2,Male,10.5,43-44,10,199,0,2015,12,199
58798,42340.69611,United States,2208,US13,Male,9.5,42-43,9,149,0,2015,12,149
58799,42340.73611,United States,2202,US15,Female,4.5,35,2.5,139,0,2015,12,139
58800,42340.75611,Germany,2169,GER1,Female,8.5,39,6.5,139,0.3,2015,12,97.3
58801,42340.94611,Canada,2224,CAN6,Male,10,43,9.5,169,0,2015,12,169
58802,42340.97611,United States,2242,US8,Male,10,43,9.5,129,0.3,2015,12,90.3
58803,42341.01611,United States,2150,US10,Female,9,39-40,7,189,0.5,2015,12,94.5
58803,42341.01611,United States,2233,US15,Male,10,43,9.5,179,0,2015,12,179
58804,42341.09611,Canada,2185,CAN2,Male,9.5,42-43,9,179,0,2015,12,179
58805,42341.12611,United Kingdom,2147,UK4,Male,8.5,41-42,8,169,0.1,2015,12,152.1
58806,42341.49611,United States,2153,US10,Male,9,42,8.5,139,0.3,2015,12,97.3
58807,42341.56611,United Kingdom,2149,UK3,Female,6.5,37,4.5,189,0,2015,12,189
58808,42341.63611,United States,2180,US1,Female,9.5,40,7.5,149,0,2015,12,149
58809,42341.81611,Germany,2179,GER2,Male,9,42,8.5,199,0.5,2015,12,99.5
58809,42341.81611,Germany,2233,GER3,Male,9.5,42-43,9,149,0,2015,12,149
58810,42341.92611,Canada,2204,CAN6,Female,10,40-41,8,159,0,2015,12,159
58811,42341.92611,Germany,2225,GER1,Male,9,42,8.5,159,0,2015,12,159
58812,42341.94611,Canada,2227,CAN6,Female,7.5,38,5.5,149,0,2015,12,149
58813,42342.01611,United States,2232,US14,Male,9.5,42-43,9,139,0,2015,12,139
58813,42342.01611,United States,2228,US10,Male,10.5,43-44,10,129,0,2015,12,129
58814,42342.37611,Canada,2171,CAN1,Male,9,42,8.5,149,0,2015,12,149
58815,42342.42611,Canada,2198,CAN6,Male,7,40,6.5,159,0.3,2015,12,111.3
58816,42342.64611,United States,2202,US15,Female,8,38-39,6,199,0,2015,12,199
58817,42342.69611,United States,2212,US12,Female,10.5,41,8.5,179,0,2015,12,179
58818,42342.70611,Germany,2190,GER1,Male,10,43,9.5,189,0,2015,12,189
58819,42342.73611,United States,2212,US15,Female,4.5,35,2.5,169,0.3,2015,12,118.3
58820,42342.73611,Canada,2150,CAN6,Male,10,43,9.5,189,0,2015,12,189
58821,42342.81611,Germany,2187,GER1,Male,8,41,7.5,169,0,2015,12,169
58822,42342.92611,Germany,2195,GER1,Male,9.5,42-43,9,179,0.1,2015,12,161.1
58823,42342.94611,Canada,2219,CAN6,Male,10,43,9.5,169,0,2015,12,169
58824,42342.97611,Canada,2212,CAN2,Female,6.5,37,4.5,129,0.5,2015,12,64.5
58825,42343.20611,United Kingdom,2227,UK4,Male,9,42,8.5,159,0.2,2015,12,127.2
58826,42343.37611,Canada,2223,CAN6,Male,9.5,42-43,9,189,0.2,2015,12,151.2
58827,42343.42611,Canada,2198,CAN6,Male,7,40,6.5,159,0.3,2015,12,111.3
58828,42343.42611,United Kingdom,2185,UK2,Female,7,37-38,5,129,0.2,2015,12,103.2
58829,42343.49611,United States,2209,US11,Female,5.5,36,3.5,179,0.3,2015,12,125.3
58830,42343.51611,Canada,2198,CAN7,Male,11,44,10.5,159,0,2015,12,159
58831,42343.61611,Germany,2184,GER1,Female,8,38-39,6,189,0.1,2015,12,170.1
58832,42343.61611,United Kingdom,2194,UK1,Male,10.5,43-44,10,199,0.2,2015,12,159.2
58833,42343.64611,Germany,2150,GER2,Male,9.5,42-43,9,179,0,2015,12,179
58834,42343.64611,Canada,2193,CAN6,Male,10.5,43-44,10,149,0,2015,12,149
58835,42343.73611,Canada,2232,CAN1,Male,10.5,43-44,10,129,0,2015,12,129
58835,42343.73611,Canada,2150,CAN6,Male,10,43,9.5,189,0,2015,12,189
58836,42343.74611,United States,2225,US12,Female,8,38-39,6,179,0,2015,12,179
58837,42343.96611,United States,2232,US15,Male,10.5,43-44,10,169,0.5,2015,12,84.5
58838,42344.00611,United States,2149,US12,Female,8,38-39,6,159,0,2015,12,159
58839,42344.06611,Germany,2206,GER2,Male,11.5,44-45,11,129,0,2015,12,129
58840,42344.09611,Canada,2202,CAN2,Male,8.5,41-42,8,139,0,2015,12,139
58841,42344.27611,Germany,2164,GER2,Male,12,45,11.5,139,0.2,2015,12,111.2
58842,42344.39611,United States,2208,US13,Female,5.5,36,3.5,149,0,2015,12,149
58843,42344.41611,Canada,2239,CAN7,Female,9,39-40,7,199,0.3,2015,12,139.3
58844,42344.41611,United Kingdom,2177,UK3,Male,10,43,9.5,149,0.5,2015,12,74.5
58845,42344.42611,United Kingdom,2185,UK2,Female,7,37-38,5,129,0.2,2015,12,103.2
58846,42344.54611,United Kingdom,2187,UK3,Female,7.5,38,5.5,199,0,2015,12,199
58847,42344.61611,Germany,2199,GER2,Female,8,38-39,6,169,0.3,2015,12,118.3
58848,42344.61611,United Kingdom,2172,UK4,Male,8,41,7.5,149,0.3,2015,12,104.3
58849,42344.64611,Canada,2171,CAN1,Male,9,42,8.5,149,0,2015,12,149
58850,42344.70611,United States,2239,US2,Female,8.5,39,6.5,159,0.3,2015,12,111.3
58851,42344.70611,United States,2187,US14,Female,7.5,38,5.5,189,0.5,2015,12,94.5
58852,42344.73611,Canada,2230,CAN6,Male,9,42,8.5,199,0.2,2015,12,159.2
58852,42344.73611,Canada,2232,CAN1,Male,10.5,43-44,10,129,0,2015,12,129
