EmployeeCount,EmployeeID,Department,JobRole,Attrition,Gender,Age,MaritalStatus,Education,EducationField,BusinessTravel,JobInvolvement,JobLevel,JobSatisfaction,Hourlyrate,Salaryhike,OverTime,Workex,YearsSinceLastPromotion,EmpSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Performance_Rating,Income,Income_Mean
1,1009,Research & Development,Manufacturing Director,No,Female,24,Divorced,Below College,Medical,Travel_Rarely,Medium,2,High,41,15,No,5,3,Very High,6,Better,Excellent,4377,7559.6
1,1010,Research & Development,Laboratory Technician,Yes,Male,35,Divorced,Master,Other,Travel_Rarely,Medium,1,Medium,39,24,Yes,5,0,High,2,Bad,Outstanding,3743,7559.6
1,1011,Research & Development,Manufacturing Director,No,Female,31,Married,Below College,Life Sciences,Travel_Frequently,High,2,Low,96,12,No,4,0,High,1,Better,Excellent,4148,7559.6
1,1012,Research & Development,Research Scientist,No,Male,18,Single,College,Life Sciences,Non-Travel,High,1,Very High,73,15,No,0,0,Medium,2,Better,Excellent,1051,7559.6
1,1013,Research & Development,Manufacturing Director,No,Female,54,Married,Bachelor,Technical Degree,Travel_Rarely,High,3,High,56,11,No,22,0,High,2,Better,Excellent,10739,7559.6
1,1014,Research & Development,Healthcare Representative,No,Female,35,Divorced,Master,Medical,Travel_Rarely,High,3,High,57,11,Yes,16,10,High,3,Good,Excellent,10388,7559.6
1,1015,Research & Development,Research Director,No,Female,30,Married,College,Life Sciences,Travel_Rarely,Very High,3,Low,73,12,Yes,9,1,Medium,4,Good,Excellent,11416,7559.6
1,1016,Research & Development,Research Scientist,Yes,Female,20,Single,Bachelor,Medical,Travel_Rarely,Medium,1,Low,98,15,Yes,1,0,Very High,2,Better,Excellent,2600,7559.6
1,1017,Research & Development,Laboratory Technician,Yes,Female,30,Single,Bachelor,Medical,Travel_Frequently,High,1,Medium,60,17,No,4,1,Medium,3,Better,Excellent,2422,7559.6
1,1018,Research & Development,Manufacturing Director,No,Male,26,Married,College,Medical,Travel_Rarely,Very High,2,Very High,32,12,No,8,1,Very High,2,Better,Excellent,5472,7559.6
1,1019,Research & Development,Laboratory Technician,No,Male,22,Married,Below College,Life Sciences,Travel_Rarely,Low,1,Low,94,15,No,4,1,Medium,3,Good,Excellent,2451,7559.6
1,1022,Research & Development,Healthcare Representative,No,Male,48,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,2,High,97,13,No,19,2,Low,0,Better,Excellent,4240,7559.6
1,1024,Research & Development,Healthcare Representative,No,Male,48,Single,Master,Life Sciences,Travel_Rarely,Medium,3,High,78,14,No,27,4,High,3,Better,Excellent,10999,7559.6
1,1025,Research & Development,Manufacturing Director,No,Female,41,Single,College,Medical,Travel_Rarely,High,2,High,42,14,No,8,2,Very High,6,Better,Excellent,5003,7559.6
1,1026,Research & Development,Manufacturing Director,No,Female,39,Married,Below College,Life Sciences,Travel_Rarely,Medium,4,Very High,65,16,No,21,11,Very High,3,Better,Excellent,12742,7559.6
1,1027,Research & Development,Manufacturing Director,No,Female,27,Married,Master,Life Sciences,Travel_Rarely,High,2,Very High,47,18,No,4,2,Low,2,Better,Excellent,4227,7559.6
1,1028,Research & Development,Laboratory Technician,No,Male,35,Divorced,Bachelor,Other,Travel_Rarely,High,1,Very High,45,20,No,3,1,Medium,4,Good,Outstanding,3917,7559.6
1,1029,Sales,Manager,No,Male,42,Married,College,Marketing,Travel_Rarely,High,5,High,90,13,No,21,0,Very High,3,Best,Excellent,18303,7559.6
1,1030,Research & Development,Laboratory Technician,No,Male,50,Married,Bachelor,Life Sciences,Travel_Rarely,High,1,Very High,64,18,No,8,0,Low,5,Better,Excellent,2380,7559.6
1,1032,Research & Development,Manufacturing Director,No,Female,59,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,4,Very High,69,13,Yes,30,4,High,4,Better,Excellent,13726,7559.6
1,1033,Research & Development,Healthcare Representative,Yes,Female,37,Married,College,Medical,Travel_Rarely,Low,2,Medium,61,15,No,15,0,Low,2,Bad,Excellent,4777,7559.6
1,1034,Research & Development,Healthcare Representative,No,Male,55,Married,Master,Medical,Travel_Frequently,High,2,Medium,62,14,Yes,17,6,High,3,Better,Excellent,6385,7559.6
1,1035,Research & Development,Research Director,No,Female,41,Divorced,Below College,Life Sciences,Non-Travel,Low,5,High,55,22,No,21,5,Medium,3,Better,Outstanding,19973,7559.6
1,1036,Sales,Sales Executive,No,Male,38,Single,Master,Life Sciences,Travel_Rarely,High,2,Very High,42,12,Yes,19,0,Medium,1,Better,Excellent,6861,7559.6
1,1037,Sales,Sales Executive,Yes,Male,26,Single,College,Medical,Non-Travel,Low,2,Low,79,18,No,7,2,Medium,6,Better,Excellent,4969,7559.6
1,1038,Sales,Manager,Yes,Female,52,Married,Below College,Marketing,Travel_Rarely,Low,5,Very High,57,15,No,33,6,Low,3,Better,Excellent,19845,7559.6
1,1039,Sales,Sales Executive,No,Female,44,Married,Bachelor,Medical,Travel_Rarely,Very High,4,Very High,53,18,Yes,23,11,Very High,2,Better,Excellent,13320,7194.533333
1,1040,Sales,Sales Executive,No,Female,50,Married,Bachelor,Life Sciences,Non-Travel,High,2,High,95,12,No,19,0,Very High,3,Better,Excellent,6347,7194.533333
1,1042,Research & Development,Laboratory Technician,Yes,Female,36,Single,Master,Life Sciences,Travel_Rarely,Very High,1,Low,43,16,No,18,15,High,1,Better,Excellent,2743,7194.533333
1,1043,Research & Development,Manufacturing Director,No,Female,39,Single,Bachelor,Medical,Travel_Frequently,High,3,Low,82,13,Yes,21,2,Very High,2,Better,Excellent,10880,7194.533333
1,1044,Sales,Sales Representative,No,Female,33,Single,Below College,Life Sciences,Non-Travel,Medium,1,Very High,88,19,No,3,2,Medium,2,Good,Excellent,2342,7194.533333
1,1045,Sales,Manager,No,Female,45,Married,College,Life Sciences,Travel_Rarely,High,4,Very High,90,13,No,26,1,Very High,4,Best,Excellent,17650,7194.533333
1,1046,Research & Development,Laboratory Technician,No,Female,32,Single,Master,Medical,Non-Travel,High,1,High,69,12,No,10,7,Very High,2,Better,Excellent,4025,7194.533333
1,1047,Sales,Sales Executive,No,Male,34,Divorced,Master,Marketing,Travel_Rarely,Very High,2,Very High,75,11,No,16,0,Medium,2,Good,Excellent,9725,7194.533333
1,1048,Sales,Manager,No,Male,59,Married,College,Technical Degree,Travel_Rarely,High,3,Very High,66,14,Yes,14,0,Medium,1,Bad,Excellent,11904,7194.533333
1,1049,Human Resources,Human Resources,No,Male,45,Single,Master,Medical,Travel_Rarely,High,1,Medium,36,16,No,6,0,Medium,3,Better,Excellent,2177,7194.533333
1,1050,Sales,Sales Executive,No,Female,53,Married,Bachelor,Marketing,Travel_Frequently,Medium,3,Medium,38,12,No,30,6,High,2,Better,Excellent,7525,7194.533333
1,1052,Research & Development,Laboratory Technician,Yes,Male,36,Divorced,Bachelor,Other,Travel_Rarely,High,2,High,81,14,No,9,0,Low,3,Good,Excellent,4834,7194.533333
1,1053,Research & Development,Research Scientist,Yes,Male,26,Married,Bachelor,Life Sciences,Travel_Frequently,High,1,Low,57,14,Yes,6,1,Low,2,Better,Excellent,2042,7194.533333
1,1055,Sales,Sales Representative,No,Female,34,Married,Master,Life Sciences,Travel_Rarely,High,1,High,87,19,Yes,1,0,High,2,Better,Excellent,2220,7194.533333
1,1056,Sales,Sales Representative,No,Male,28,Married,Below College,Medical,Travel_Rarely,High,1,Medium,74,22,No,1,0,Very High,5,Better,Outstanding,1052,7194.533333
1,1060,Research & Development,Research Scientist,No,Male,38,Married,Master,Other,Travel_Frequently,High,1,High,44,16,No,8,2,High,2,Better,Excellent,2821,7194.533333
1,1061,Research & Development,Research Director,No,Male,50,Married,Master,Medical,Travel_Rarely,High,5,High,62,11,Yes,29,7,Medium,2,Good,Excellent,19237,7194.533333
1,1062,Research & Development,Healthcare Representative,No,Female,37,Single,Bachelor,Other,Travel_Rarely,High,2,Medium,35,15,No,8,0,Very High,3,Good,Excellent,4107,7194.533333
1,1066,Sales,Sales Executive,No,Male,40,Married,Bachelor,Marketing,Travel_Rarely,High,2,Low,74,14,No,8,7,High,3,Good,Excellent,8396,7194.533333
1,1068,Research & Development,Research Scientist,No,Female,26,Divorced,Below College,Medical,Travel_Frequently,Medium,1,High,66,13,No,5,1,Low,5,Better,Excellent,2007,7194.533333
1,1069,Research & Development,Research Director,No,Male,46,Divorced,Master,Medical,Travel_Rarely,High,5,Very High,40,17,No,23,2,Very High,0,Better,Excellent,19627,7194.533333
1,1070,Sales,Sales Executive,No,Female,54,Married,Master,Life Sciences,Travel_Rarely,Medium,3,High,41,11,No,13,7,High,4,Better,Excellent,10686,7194.533333
1,1071,Research & Development,Research Scientist,No,Female,56,Married,Bachelor,Medical,Travel_Frequently,High,1,High,63,19,No,18,0,Low,4,Better,Excellent,2942,7194.533333
1,1073,Research & Development,Manufacturing Director,No,Female,36,Single,Doctor,Medical,Travel_Rarely,Medium,3,Very High,51,11,No,15,7,Very High,2,Good,Excellent,8858,7194.533333
1,1074,Research & Development,Manager,No,Male,55,Single,Below College,Medical,Non-Travel,Medium,4,Low,40,15,No,31,6,High,3,Best,Excellent,16756,7194.533333
1,1076,Sales,Sales Executive,No,Male,43,Divorced,Bachelor,Medical,Travel_Rarely,Medium,3,Very High,79,13,No,18,0,High,5,Better,Excellent,10798,7194.533333
1,1077,Sales,Sales Representative,Yes,Female,20,Single,Bachelor,Marketing,Travel_Frequently,High,1,Very High,54,14,Yes,2,0,Very High,3,Better,Excellent,2323,7194.533333
1,1079,Research & Development,Laboratory Technician,Yes,Female,21,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,Low,36,13,No,1,1,High,6,Good,Excellent,1416,7194.533333
1,1080,Research & Development,Research Scientist,No,Female,46,Divorced,Master,Life Sciences,Travel_Rarely,Medium,2,Low,74,23,Yes,19,1,Very High,2,Better,Outstanding,4615,7194.533333
1,1081,Research & Development,Research Scientist,Yes,Male,51,Married,Master,Life Sciences,Travel_Rarely,High,1,High,34,12,Yes,18,2,Low,2,Best,Excellent,2461,7194.533333
1,1082,Research & Development,Healthcare Representative,Yes,Male,28,Single,College,Technical Degree,Non-Travel,Medium,3,Low,72,12,No,10,1,Medium,2,Good,Excellent,8722,6841.433333
1,1083,Research & Development,Laboratory Technician,No,Male,26,Married,College,Medical,Travel_Rarely,Medium,1,Low,59,16,No,6,1,Low,2,Better,Excellent,3955,6841.433333
1,1084,Research & Development,Manufacturing Director,No,Male,30,Married,Bachelor,Other,Travel_Rarely,High,2,Low,85,15,No,7,0,High,1,Good,Excellent,9957,6841.433333
1,1085,Research & Development,Research Scientist,No,Female,41,Married,College,Technical Degree,Travel_Rarely,Very High,1,High,43,13,No,10,0,Medium,3,Better,Excellent,3376,6841.433333
1,1088,Research & Development,Healthcare Representative,No,Female,38,Married,Below College,Life Sciences,Travel_Rarely,Medium,3,High,65,18,No,20,1,High,4,Good,Excellent,8823,6841.433333
1,1092,Research & Development,Healthcare Representative,No,Male,40,Married,Master,Technical Degree,Travel_Rarely,High,3,Very High,61,20,No,14,11,Low,6,Better,Outstanding,10322,6841.433333
1,1094,Research & Development,Laboratory Technician,No,Male,27,Married,Doctor,Life Sciences,Non-Travel,Low,1,High,87,19,No,3,1,Low,4,Better,Excellent,4621,6841.433333
1,1096,Research & Development,Manufacturing Director,No,Male,55,Married,Below College,Life Sciences,Travel_Frequently,High,3,Medium,65,18,No,23,1,Very High,4,Better,Excellent,10976,6841.433333
1,1097,Research & Development,Research Scientist,No,Female,28,Single,Bachelor,Other,Travel_Rarely,High,2,High,59,13,No,10,1,High,4,Best,Excellent,3660,6841.433333
1,1098,Human Resources,Human Resources,Yes,Male,44,Married,College,Medical,Travel_Rarely,Medium,3,Low,91,14,No,24,3,Medium,1,Better,Excellent,10482,6841.433333
1,1099,Research & Development,Healthcare Representative,No,Male,33,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Very High,34,15,No,9,1,Very High,2,Better,Excellent,7119,6841.433333
1,1100,Sales,Sales Executive,Yes,Male,35,Single,Bachelor,Technical Degree,Travel_Rarely,High,3,Low,86,22,Yes,9,4,Very High,2,Better,Outstanding,9582,6841.433333
1,1101,Research & Development,Research Scientist,Yes,Female,33,Single,Master,Medical,Travel_Frequently,Medium,2,High,54,22,No,14,3,Low,4,Better,Outstanding,4508,6841.433333
1,1102,Research & Development,Laboratory Technician,No,Male,28,Divorced,College,Life Sciences,Travel_Rarely,High,1,High,50,16,No,4,2,Low,5,Good,Excellent,2207,6841.433333
1,1103,Research & Development,Healthcare Representative,No,Male,34,Single,Below College,Life Sciences,Travel_Frequently,High,2,Very High,45,17,No,7,0,Low,1,Good,Excellent,7756,6841.433333
1,1105,Sales,Sales Executive,No,Female,37,Divorced,Master,Life Sciences,Travel_Rarely,Medium,2,Very High,88,14,Yes,8,0,Very High,5,Better,Excellent,6694,6841.433333
1,1106,Research & Development,Laboratory Technician,Yes,Male,25,Married,Below College,Technical Degree,Travel_Rarely,High,1,Very High,32,15,Yes,7,5,Very High,3,Best,Excellent,3691,6841.433333
1,1107,Research & Development,Laboratory Technician,Yes,Male,26,Divorced,Bachelor,Medical,Travel_Rarely,High,1,High,37,20,No,1,0,Low,0,Good,Outstanding,2377,6841.433333
1,1108,Research & Development,Research Scientist,Yes,Male,33,Single,Bachelor,Medical,Travel_Rarely,Medium,1,Medium,55,20,Yes,5,2,Low,0,Better,Outstanding,2313,6841.433333
1,1109,Research & Development,Manager,No,Male,42,Married,College,Medical,Travel_Rarely,High,4,Low,35,17,No,23,13,Very High,3,Better,Excellent,17665,6841.433333
1,1111,Research & Development,Laboratory Technician,Yes,Male,28,Divorced,Bachelor,Medical,Travel_Frequently,Medium,1,Medium,45,15,No,1,0,Low,2,Better,Excellent,2596,6841.433333
1,1113,Sales,Sales Executive,Yes,Male,50,Single,Master,Other,Travel_Frequently,High,2,High,81,14,Yes,5,0,Very High,4,Better,Excellent,4728,6841.433333
1,1114,Sales,Sales Executive,No,Female,33,Married,Bachelor,Life Sciences,Travel_Frequently,High,2,Medium,30,17,No,4,0,Very High,3,Better,Excellent,4302,6841.433333
1,1115,Research & Development,Research Scientist,No,Male,34,Married,Master,Life Sciences,Non-Travel,Medium,1,Very High,40,17,No,6,0,High,2,Better,Excellent,2979,6841.433333
1,1116,Research & Development,Manager,No,Male,48,Single,Master,Medical,Non-Travel,Very High,4,Very High,35,22,No,27,2,Low,3,Good,Outstanding,16885,6841.433333
1,1117,Sales,Sales Executive,No,Female,45,Married,Master,Life Sciences,Non-Travel,Medium,2,High,65,13,No,15,4,Medium,2,Better,Excellent,5593,6841.433333
1,1118,Research & Development,Healthcare Representative,No,Male,52,Single,Master,Life Sciences,Travel_Rarely,High,3,Medium,87,19,No,18,4,Medium,4,Better,Excellent,10445,6841.433333
1,1119,Sales,Sales Executive,No,Male,38,Divorced,Master,Marketing,Travel_Rarely,Medium,3,High,73,14,Yes,9,2,High,2,Better,Excellent,8740,6841.433333
1,1120,Research & Development,Research Scientist,No,Female,29,Divorced,Master,Life Sciences,Travel_Rarely,High,1,Very High,93,22,No,11,1,High,1,Better,Outstanding,2514,6841.433333
1,1121,Research & Development,Manufacturing Director,No,Female,28,Divorced,Bachelor,Medical,Travel_Rarely,High,3,Medium,93,17,No,10,1,Very High,3,Good,Excellent,7655,6841.433333
1,1124,Sales,Manager,No,Male,46,Married,Below College,Marketing,Travel_Rarely,High,4,High,52,12,No,23,4,Low,3,Better,Excellent,17465,6863.333333
1,1125,Sales,Sales Executive,No,Male,38,Single,College,Marketing,Travel_Rarely,High,3,Medium,32,16,No,10,0,Very High,2,Better,Excellent,7351,6863.333333
1,1126,Research & Development,Manufacturing Director,No,Female,43,Married,Bachelor,Life Sciences,Travel_Frequently,High,3,Low,83,11,No,18,0,High,1,Better,Excellent,10820,6863.333333
1,1127,Research & Development,Healthcare Representative,Yes,Male,39,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,4,Very High,84,11,No,21,11,Low,4,Better,Excellent,12169,6863.333333
1,1128,Research & Development,Research Director,No,Male,40,Single,Bachelor,Medical,Travel_Rarely,Medium,5,High,44,14,No,21,4,High,2,Best,Excellent,19626,6863.333333
1,1131,Research & Development,Research Scientist,No,Female,21,Single,Below College,Technical Degree,Travel_Rarely,Medium,1,Medium,70,11,Yes,2,2,Very High,6,Best,Excellent,2070,6863.333333
1,1132,Research & Development,Laboratory Technician,No,Male,39,Single,Bachelor,Life Sciences,Non-Travel,High,2,Medium,70,15,No,9,0,High,2,Good,Excellent,6782,6863.333333
1,1133,Research & Development,Manufacturing Director,No,Male,36,Single,Master,Life Sciences,Non-Travel,High,2,Very High,78,20,No,18,0,Low,0,Better,Outstanding,7779,6863.333333
1,1135,Sales,Sales Representative,No,Male,31,Married,Bachelor,Life Sciences,Travel_Frequently,Very High,1,Very High,67,12,No,3,2,High,4,Better,Excellent,2791,6863.333333
1,1136,Research & Development,Research Scientist,No,Male,28,Married,Below College,Life Sciences,Travel_Rarely,Medium,1,Medium,67,17,No,6,0,Low,2,Bad,Excellent,3201,6863.333333
1,1137,Sales,Sales Executive,No,Male,35,Divorced,College,Marketing,Travel_Frequently,High,2,Very High,54,11,No,5,0,Very High,3,Better,Excellent,4968,6863.333333
1,1138,Sales,Sales Executive,No,Male,49,Married,Master,Technical Degree,Travel_Rarely,Medium,4,Medium,56,17,No,22,2,Very High,3,Better,Excellent,13120,6863.333333
1,1140,Research & Development,Manufacturing Director,No,Male,34,Single,College,Life Sciences,Travel_Frequently,High,2,High,95,11,No,5,0,Very High,3,Good,Excellent,4033,6863.333333
1,1143,Research & Development,Research Scientist,No,Female,29,Divorced,Bachelor,Life Sciences,Travel_Frequently,High,1,Medium,61,14,No,8,1,Very High,2,Good,Excellent,3291,6863.333333
1,1148,Research & Development,Laboratory Technician,No,Male,42,Single,Bachelor,Medical,Travel_Rarely,Low,2,Very High,56,19,No,16,0,Medium,3,Better,Excellent,4272,6863.333333
1,1150,Research & Development,Manufacturing Director,No,Male,29,Married,Below College,Medical,Travel_Rarely,Medium,2,Very High,79,15,Yes,10,1,Medium,2,Good,Excellent,5056,6863.333333
1,1152,Human Resources,Human Resources,No,Male,38,Married,Bachelor,Human Resources,Travel_Rarely,Very High,1,High,37,13,No,7,5,High,2,Best,Excellent,2844,6863.333333
1,1154,Research & Development,Research Scientist,No,Male,28,Divorced,Bachelor,Life Sciences,Travel_Frequently,Medium,1,High,39,14,Yes,3,0,High,2,Better,Excellent,2703,6863.333333
1,1156,Research & Development,Laboratory Technician,Yes,Male,18,Single,Below College,Medical,Non-Travel,High,1,High,80,12,No,0,0,High,0,Better,Excellent,1904,6863.333333
1,1157,Sales,Sales Executive,Yes,Female,33,Single,Master,Marketing,Travel_Rarely,High,2,Low,77,17,Yes,6,0,Low,3,Better,Excellent,8224,6863.333333
1,1158,Research & Development,Laboratory Technician,No,Male,41,Married,Master,Life Sciences,Travel_Rarely,High,1,Very High,46,11,Yes,6,0,Medium,4,Better,Excellent,4766,6863.333333
1,1160,Research & Development,Laboratory Technician,Yes,Male,31,Married,Bachelor,Medical,Travel_Frequently,High,1,High,72,12,No,2,2,High,5,Good,Excellent,2610,6863.333333
1,1161,Research & Development,Healthcare Representative,No,Female,37,Divorced,College,Medical,Travel_Rarely,Medium,2,Very High,52,13,No,9,1,High,2,Better,Excellent,5731,6863.333333
1,1162,Research & Development,Research Scientist,No,Male,27,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,1,High,55,13,No,4,2,Very High,0,Better,Excellent,2539,6863.333333
1,1163,Sales,Sales Executive,No,Female,34,Married,Below College,Life Sciences,Travel_Rarely,High,2,High,70,20,No,6,1,Medium,3,Good,Outstanding,5714,6863.333333
1,1164,Human Resources,Human Resources,No,Male,35,Single,Master,Technical Degree,Travel_Rarely,High,1,High,100,17,No,6,1,High,2,Bad,Excellent,4323,6863.333333
1,1165,Sales,Sales Executive,Yes,Female,29,Married,Below College,Life Sciences,Travel_Rarely,Medium,3,Low,45,13,No,11,3,Very High,3,Bad,Excellent,7336,6863.333333
1,1166,Research & Development,Research Director,No,Female,40,Single,Master,Medical,Travel_Frequently,High,3,High,88,17,No,20,2,Medium,3,Good,Excellent,13499,6863.333333
1,1167,Sales,Sales Executive,Yes,Male,42,Single,Bachelor,Life Sciences,Travel_Frequently,High,4,Low,44,12,Yes,22,13,High,2,Good,Excellent,13758,6863.333333
1,1171,Sales,Sales Executive,No,Male,42,Single,Master,Marketing,Travel_Rarely,High,2,Low,45,13,No,9,1,Medium,3,Best,Excellent,5155,6863.333333
1,1172,Research & Development,Laboratory Technician,No,Male,35,Married,Master,Medical,Travel_Rarely,Medium,1,High,58,12,No,10,1,Very High,2,Better,Excellent,2258,6324.966667
1,1173,Research & Development,Laboratory Technician,No,Male,24,Single,Bachelor,Medical,Travel_Rarely,High,1,Medium,49,22,No,6,1,Very High,2,Better,Outstanding,3597,6324.966667
1,1175,Research & Development,Laboratory Technician,Yes,Female,28,Married,Below College,Life Sciences,Travel_Rarely,High,1,Very High,79,11,Yes,1,0,High,4,Good,Excellent,2515,6324.966667
1,1177,Research & Development,Laboratory Technician,No,Male,26,Married,Master,Medical,Travel_Rarely,Very High,1,Very High,82,22,No,8,0,Low,2,Better,Outstanding,4420,6324.966667
1,1179,Sales,Sales Executive,No,Male,30,Married,Bachelor,Marketing,Travel_Rarely,Medium,2,High,72,18,No,10,1,High,3,Better,Excellent,6578,6324.966667
1,1180,Research & Development,Research Scientist,No,Female,40,Married,College,Medical,Travel_Frequently,Medium,2,Very High,92,13,Yes,16,0,High,3,Bad,Excellent,4422,6324.966667
1,1182,Research & Development,Manufacturing Director,No,Male,35,Divorced,Bachelor,Life Sciences,Travel_Rarely,Medium,3,Medium,44,18,No,15,6,High,2,Best,Excellent,10274,6324.966667
1,1184,Research & Development,Healthcare Representative,No,Male,34,Single,Bachelor,Medical,Travel_Frequently,Medium,2,Low,97,20,No,14,4,Very High,3,Better,Outstanding,5343,6324.966667
1,1185,Research & Development,Laboratory Technician,No,Male,35,Married,Master,Other,Travel_Frequently,Medium,1,Very High,47,13,No,2,2,Very High,2,Best,Excellent,2376,6324.966667
1,1188,Sales,Sales Executive,Yes,Female,43,Single,Bachelor,Marketing,Travel_Rarely,Low,2,High,85,13,No,7,1,Low,2,Good,Excellent,5346,6324.966667
1,1190,Sales,Sales Representative,No,Female,32,Divorced,Below College,Life Sciences,Non-Travel,High,1,Low,76,12,No,1,0,High,3,Better,Excellent,2827,6324.966667
1,1191,Research & Development,Manager,No,Female,56,Divorced,Master,Technical Degree,Travel_Rarely,High,5,Low,92,13,No,28,4,Very High,2,Better,Excellent,19943,6324.966667
1,1192,Research & Development,Laboratory Technician,No,Female,29,Married,Below College,Medical,Travel_Rarely,High,1,Very High,54,13,No,10,0,Medium,5,Better,Excellent,3131,6324.966667
1,1193,Research & Development,Research Scientist,No,Male,19,Single,College,Life Sciences,Travel_Rarely,High,1,Low,54,25,No,1,0,High,4,Better,Outstanding,2552,6324.966667
1,1195,Research & Development,Research Scientist,No,Female,45,Married,Bachelor,Medical,Travel_Rarely,High,1,High,83,19,Yes,7,0,Low,2,Good,Excellent,4477,6324.966667
1,1196,Research & Development,Manufacturing Director,No,Female,37,Married,Bachelor,Life Sciences,Travel_Rarely,Medium,2,Very High,56,13,No,14,3,Very High,2,Good,Excellent,6474,6324.966667
1,1198,Research & Development,Laboratory Technician,No,Male,20,Single,Bachelor,Life Sciences,Travel_Rarely,Medium,1,High,87,12,No,2,1,Low,2,Good,Excellent,3033,6324.966667
1,1200,Research & Development,Research Scientist,Yes,Male,44,Single,Master,Life Sciences,Travel_Rarely,High,1,High,96,11,Yes,6,0,High,4,Better,Excellent,2936,6324.966667
1,1201,Research & Development,Manager,No,Female,53,Divorced,College,Medical,Travel_Rarely,High,5,High,50,18,No,26,4,Very High,6,Better,Excellent,18606,6324.966667
1,1202,Research & Development,Research Scientist,No,Female,29,Married,Below College,Life Sciences,Travel_Rarely,Low,1,Very High,69,18,Yes,6,1,Medium,2,Good,Excellent,2168,6324.966667
1,1203,Research & Development,Research Scientist,Yes,Male,22,Married,Master,Life Sciences,Travel_Frequently,Medium,1,Very High,48,11,Yes,1,0,High,5,Better,Excellent,2853,6324.966667
1,1204,Sales,Manager,No,Female,46,Married,Bachelor,Marketing,Travel_Rarely,High,4,Low,69,23,No,28,15,High,2,Better,Outstanding,17048,6324.966667
1,1206,Research & Development,Research Scientist,No,Male,44,Single,Bachelor,Life Sciences,Non-Travel,Low,1,High,74,13,No,6,0,Very High,3,Better,Excellent,2290,6324.966667
1,1207,Human Resources,Human Resources,No,Male,33,Married,Bachelor,Human Resources,Travel_Rarely,High,1,High,99,13,No,5,1,Medium,2,Better,Excellent,3600,6324.966667
1,1210,Research & Development,Research Scientist,Yes,Male,41,Divorced,College,Life Sciences,Non-Travel,Medium,1,Low,95,17,No,5,0,Low,2,Bad,Excellent,2107,6324.966667
1,1211,Sales,Sales Executive,No,Male,30,Divorced,Master,Life Sciences,Travel_Rarely,High,2,Low,61,19,No,8,0,High,3,Better,Excellent,4115,6324.966667
1,1212,Sales,Sales Executive,No,Male,40,Married,Master,Medical,Travel_Frequently,High,2,Medium,62,12,No,5,0,Medium,2,Better,Excellent,4327,6324.966667
1,1215,Research & Development,Manager,No,Female,50,Married,Bachelor,Medical,Travel_Frequently,High,4,Low,30,22,No,32,2,Very High,3,Better,Outstanding,17856,6324.966667
1,1216,Research & Development,Laboratory Technician,No,Male,28,Married,Master,Medical,Travel_Rarely,Medium,1,Low,78,12,No,6,3,Very High,2,Better,Excellent,3196,6324.966667
1,1217,Research & Development,Research Director,No,Male,46,Married,College,Life Sciences,Travel_Rarely,High,5,Medium,52,11,No,25,0,Very High,2,Better,Excellent,19081,6324.966667
1,1218,Sales,Sales Executive,No,Male,35,Married,Master,Life Sciences,Travel_Rarely,High,2,Low,94,15,Yes,15,1,High,2,Better,Excellent,8966,6772.433333
1,1219,Research & Development,Laboratory Technician,Yes,Female,24,Married,College,Life Sciences,Travel_Rarely,High,1,Medium,97,13,No,1,0,Very High,3,Bad,Excellent,2210,6772.433333
1,1220,Sales,Sales Executive,No,Female,33,Married,Bachelor,Medical,Travel_Frequently,High,2,High,82,12,No,10,0,Medium,3,Good,Excellent,4539,6772.433333
1,1221,Research & Development,Laboratory Technician,No,Male,36,Divorced,Master,Life Sciences,Travel_Rarely,Low,1,High,60,14,No,7,1,High,4,Better,Excellent,2741,6772.433333
1,1224,Research & Development,Laboratory Technician,No,Male,30,Divorced,Master,Life Sciences,Travel_Rarely,High,2,High,49,13,No,10,8,High,4,Good,Excellent,3491,6772.433333
1,1225,Research & Development,Research Scientist,No,Male,44,Single,Master,Other,Travel_Rarely,High,2,Very High,32,25,No,20,13,Very High,3,Better,Outstanding,4541,6772.433333
1,1226,Sales,Sales Representative,No,Male,20,Single,Bachelor,Marketing,Travel_Rarely,Very High,1,Very High,43,17,No,2,2,High,2,Better,Excellent,2678,6772.433333
1,1228,Research & Development,Manufacturing Director,No,Male,46,Divorced,Master,Technical Degree,Travel_Rarely,High,2,Very High,60,11,No,12,1,Very High,3,Good,Excellent,7379,6772.433333
1,1231,Human Resources,Human Resources,No,Male,42,Married,Doctor,Medical,Non-Travel,Very High,2,Low,79,16,No,10,0,Very High,3,Best,Excellent,6272,6772.433333
1,1233,Sales,Sales Executive,No,Male,60,Divorced,Master,Marketing,Travel_Rarely,Very High,2,Very High,52,18,Yes,12,1,Medium,3,Better,Excellent,5220,6772.433333
1,1234,Research & Development,Laboratory Technician,No,Female,32,Married,Bachelor,Other,Travel_Frequently,Medium,1,Medium,77,20,No,2,2,High,2,Better,Outstanding,2743,6772.433333
